SUBMIT$7320461393185366016$NJ4GNBSAX0000693$REALTIME$TIME:20250509092725,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:3.7,2603:28.7015220,2602:113.0613520,3012:220,3013:83,3014:20250509092721,3015:19,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320476797882507264$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102823,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797886701568$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102824,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797890895872$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102825,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797895090176$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102826,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797899284480$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102827,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797903478784$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102828,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797907673088$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583560,3012:0,3013:85,3014:20250509102829,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797911867392$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102830,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476797916061696$NJ4GNBSAX0000693$REALTIME$TIME:20250509102838,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102831,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819776765952$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102832,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819780960256$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102833,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819785154560$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102834,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819789348864$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102835,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819793543168$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102836,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819797737472$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102837,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819801931776$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102838,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819806126080$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102839,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819810320384$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102840,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476819814514688$NJ4GNBSAX0000693$REALTIME$TIME:20250509102843,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102841,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863863095296$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102842,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863867289600$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102843,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863871483904$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102844,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863875678208$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102845,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863879872512$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102846,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863884066816$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102847,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863888261120$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102848,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863892455424$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583560,3012:0,3013:85,3014:20250509102849,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863896649728$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102850,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476863900844032$NJ4GNBSAX0000693$REALTIME$TIME:20250509102853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102851,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907836162048$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102852,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907840356352$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102853,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907844550656$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102854,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907848744960$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102855,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907852939264$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997770,2602:113.0583550,3012:0,3013:85,3014:20250509102856,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907857133568$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102857,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320476907861327872$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102858,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907865522176$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102859,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907869716480$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102900,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476907873910784$NJ4GNBSAX0000693$REALTIME$TIME:20250509102904,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102901,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951863767040$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102902,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951867961344$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102903,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951872155648$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102904,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951876349952$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102905,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951880544256$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102906,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951884738560$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997780,2602:113.0583550,3012:0,3013:85,3014:20250509102907,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951888932864$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583550,3012:0,3013:85,3014:20250509102908,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951893127168$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583550,3012:0,3013:85,3014:20250509102909,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951897321472$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583550,3012:0,3013:85,3014:20250509102910,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476951901515776$NJ4GNBSAX0000693$REALTIME$TIME:20250509102914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:61,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583550,3012:0,3013:85,3014:20250509102911,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017915682816$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583550,3012:0,3013:85,3014:20250509102912,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017919877120$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583540,3012:0,3013:85,3014:20250509102913,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017924071424$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583540,3012:0,3013:85,3014:20250509102914,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017928265728$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583540,3012:0,3013:85,3014:20250509102915,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017932460032$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997790,2602:113.0583540,3012:0,3013:85,3014:20250509102916,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017936654336$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1,2603:28.6997800,2602:113.0583510,3012:0,3013:85,3014:20250509102917,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017945042944$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:28.6997820,2602:113.0583490,3012:0,3013:85,3014:20250509102918,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017949237248$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:28.6997850,2602:113.0583470,3012:0,3013:85,3014:20250509102919,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477017953431552$NJ4GNBSAX0000693$REALTIME$TIME:20250509102930,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:28.6997890,2602:113.0583440,3012:0,3013:85,3014:20250509102921,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039914799104$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1,2603:28.6997900,2602:113.0583410,3012:0,3013:85,3014:20250509102922,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320476995933335552$NJ4GNBSAX0000693$REALTIME$TIME:20250509102925,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,2204:1.1,2603:28.6997910,2602:113.0583380,3012:0,3013:85,3014:20250509102923,3015:19,3016:11,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320477039918993408$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1,2603:28.6997920,2602:113.0583360,3012:0,3013:85,3014:20250509102924,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039923187712$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.3,2603:28.6997930,2602:113.0583320,3012:0,3013:85,3014:20250509102925,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039927382016$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.3,2603:28.6997920,2602:113.0583280,3012:0,3013:85,3014:20250509102926,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039931576320$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:28.6997920,2602:113.0583240,3012:0,3013:85,3014:20250509102927,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039935770624$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.6,2603:28.6997920,2602:113.0583190,3012:0,3013:85,3014:20250509102928,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039939964928$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.4,2603:28.6997930,2602:113.0583150,3012:0,3013:85,3014:20250509102929,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039944159232$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.7,2603:28.6997940,2602:113.0583100,3012:0,3013:85,3014:20250509102930,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477039948353536$NJ4GNBSAX0000693$REALTIME$TIME:20250509102935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:28.6997960,2602:113.0583080,3012:0,3013:85,3014:20250509102931,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477083975954432$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1,2603:28.6997930,2602:113.0583080,3012:0,3013:85,3014:20250509102932,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477083980148736$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.7,2603:28.6997890,2602:113.0583060,3012:0,3013:85,3014:20250509102933,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477083984343040$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:28.6997840,2602:113.0583070,3012:0,3013:85,3014:20250509102934,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477083988537344$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.7,2603:28.6997820,2602:113.0583070,3012:0,3013:85,3014:20250509102935,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477083992731648$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.8,2603:28.6997800,2602:113.0583080,3012:0,3013:85,3014:20250509102936,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477083996925952$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997800,2602:113.0583080,3012:0,3013:85,3014:20250509102937,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477084001120256$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.6997810,2602:113.0583070,3012:0,3013:85,3014:20250509102938,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477084005314560$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.2,2603:28.6997800,2602:113.0583080,3012:0,3013:85,3014:20250509102939,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477084009508864$NJ4GNBSAX0000693$REALTIME$TIME:20250509102946,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.6997790,2602:113.0583080,3012:0,3013:85,3014:20250509102940,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477127823220736$NJ4GNBSAX0000693$REALTIME$TIME:20250509102956,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6997780,2602:113.0583080,3012:0,3013:85,3014:20250509102941,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477127827415040$NJ4GNBSAX0000693$REALTIME$TIME:20250509102956,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.6997770,2602:113.0583080,3012:0,3013:85,3014:20250509102942,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477127831609344$NJ4GNBSAX0000693$REALTIME$TIME:20250509102956,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6997760,2602:113.0583080,3012:0,3013:85,3014:20250509102944,3015:19,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320477127835803648$NJ4GNBSAX0000693$REALTIME$TIME:20250509102956,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:2.72,4033:62,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.6997760,2602:113.0583080,3012:0,3013:85,3014:20250509102945,3015:19,3016:12,4014:0,2601:0,3019:0
