SUBMIT$7353043851214733312$EC73BD2504030074$REALTIME$TIME:20250807071828,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.00,4033:0,2603:0.00000000,2602:0.00000000,2204:0,3012:0,3013:0,3014:20250807071828,3015:0,3016:56,4014:99,4430:0,2601:1,3019:0,4403:1,4404:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7353139864483020800$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10794071,2602:118.95780351,3012:53,3013:90,3014:20250807133952,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864487215104$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10794625,2602:118.95781465,3012:61,3013:90,3014:20250807133953,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864491409408$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10795236,2602:118.95782488,3012:53,3013:90,3014:20250807133954,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864495603712$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10795776,2602:118.95783606,3012:60,3013:90,3014:20250807133955,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864499798016$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.6,2603:29.10796380,2602:118.95784709,3012:57,3013:90,3014:20250807133956,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864503992320$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10797025,2602:118.95785765,3012:59,3013:90,3014:20250807133957,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864508186624$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:29.10797733,2602:118.95786890,3012:33,3013:90,3014:20250807133958,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139864512380928$EC73BD2504030074$REALTIME$TIME:20250807134000,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.09,4033:24,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10798468,2602:118.95787931,3012:46,3013:90,3014:20250807133959,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906488971264$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10799188,2602:118.95789048,3012:61,3013:90,3014:20250807134000,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906493165568$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:29.10799906,2602:118.95790173,3012:47,3013:90,3014:20250807134001,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906497359872$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:4.5,2603:29.10800346,2602:118.95791445,3012:84,3013:90,3014:20250807134002,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906501554176$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:29.10800166,2602:118.95792428,3012:113,3013:90,3014:20250807134003,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906505748480$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10799498,2602:118.95793190,3012:130,3013:90,3014:20250807134004,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906509942784$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:29.10798693,2602:118.95793475,3012:163,3013:90,3014:20250807134005,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906514137088$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:0.7,2603:29.10798273,2602:118.95793575,3012:57,3013:90,3014:20250807134006,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906518331392$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:0.3,2603:29.10798298,2602:118.95793561,3012:320,3013:90,3014:20250807134007,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906522525696$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:29.10798636,2602:118.95793138,3012:315,3013:90,3014:20250807134008,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139906526720000$EC73BD2504030074$REALTIME$TIME:20250807134010,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.12,4033:24,4040:0,4041:0,4043:0,4044:1,2204:2.4,2603:29.10799015,2602:118.95792573,3012:309,3013:90,3014:20250807134009,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948692086784$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:2.7,2603:29.10799488,2602:118.95791871,3012:309,3013:90,3014:20250807134010,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948696281088$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10800053,2602:118.95791095,3012:305,3013:90,3014:20250807134011,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948700475392$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10800430,2602:118.95790236,3012:298,3013:90,3014:20250807134012,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948704669696$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10800980,2602:118.95789556,3012:313,3013:90,3014:20250807134013,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948708864000$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10801701,2602:118.95789040,3012:326,3013:90,3014:20250807134014,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948713058304$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10802406,2602:118.95788549,3012:327,3013:90,3014:20250807134015,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948717252608$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10803155,2602:118.95788011,3012:327,3013:90,3014:20250807134016,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948721446912$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10803826,2602:118.95787524,3012:329,3013:90,3014:20250807134017,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948725641216$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10804571,2602:118.95787218,3012:338,3013:90,3014:20250807134018,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139948729835520$EC73BD2504030074$REALTIME$TIME:20250807134020,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.13,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10805286,2602:118.95786798,3012:330,3013:90,3014:20250807134019,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139990974840832$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10805955,2602:118.95786313,3012:328,3013:90,3014:20250807134020,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139990979035136$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10806661,2602:118.95785869,3012:329,3013:90,3014:20250807134021,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139990983229440$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10807405,2602:118.95785445,3012:332,3013:90,3014:20250807134022,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139990987423744$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10808190,2602:118.95785090,3012:336,3013:90,3014:20250807134023,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139990991618048$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:29.10808998,2602:118.95784753,3012:339,3013:90,3014:20250807134024,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139990995812352$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10809733,2602:118.95784295,3012:326,3013:90,3014:20250807134025,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139991000006656$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10810473,2602:118.95783786,3012:331,3013:90,3014:20250807134026,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139991004200960$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10811216,2602:118.95783288,3012:317,3013:90,3014:20250807134027,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139991008395264$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10811846,2602:118.95782568,3012:314,3013:90,3014:20250807134028,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353139991012589568$EC73BD2504030074$REALTIME$TIME:20250807134030,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:2.3,2603:29.10812346,2602:118.95782048,3012:317,3013:90,3014:20250807134029,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033161175040$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:29.10812493,2602:118.95781896,3012:318,3013:90,3014:20250807134030,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033165369344$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:0,2603:29.10812491,2602:118.95781905,3012:344,3013:90,3014:20250807134031,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033169563648$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:29.10812306,2602:118.95782013,3012:159,3013:90,3014:20250807134032,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033173757952$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:29.10811608,2602:118.95782056,3012:176,3013:90,3014:20250807134033,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033177952256$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10810815,2602:118.95782386,3012:162,3013:90,3014:20250807134034,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033182146560$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10810118,2602:118.95782926,3012:143,3013:90,3014:20250807134035,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033186340864$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:29.10809450,2602:118.95783686,3012:139,3013:90,3014:20250807134036,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033190535168$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10808755,2602:118.95784188,3012:147,3013:90,3014:20250807134037,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033194729472$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:29.10808060,2602:118.95784663,3012:151,3013:90,3014:20250807134038,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140033198923776$EC73BD2504030074$REALTIME$TIME:20250807134040,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:24,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10807416,2602:118.95785173,3012:147,3013:90,3014:20250807134039,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075225833472$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10806736,2602:118.95785750,3012:142,3013:90,3014:20250807134040,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075230027776$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10806088,2602:118.95786351,3012:143,3013:90,3014:20250807134041,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075234222080$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:2.8,2603:29.10805410,2602:118.95786770,3012:154,3013:90,3014:20250807134042,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075238416384$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:29.10804055,2602:118.95787711,3012:145,3013:90,3014:20250807134044,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075242610688$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10803421,2602:118.95788220,3012:147,3013:90,3014:20250807134045,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075246804992$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10802743,2602:118.95788778,3012:145,3013:90,3014:20250807134046,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075250999296$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10802086,2602:118.95789356,3012:144,3013:90,3014:20250807134047,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075255193600$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:29.10801376,2602:118.95789968,3012:140,3013:90,3014:20250807134048,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075259387904$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10800665,2602:118.95790433,3012:148,3013:90,3014:20250807134049,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140075263582208$EC73BD2504030074$REALTIME$TIME:20250807134050,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.15,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10799945,2602:118.95790970,3012:149,3013:90,3014:20250807134050,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117487640576$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10799191,2602:118.95791265,3012:167,3013:90,3014:20250807134051,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117491834880$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10798330,2602:118.95791208,3012:193,3013:90,3014:20250807134052,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117496029184$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:29.10797665,2602:118.95790718,3012:208,3013:90,3014:20250807134053,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117500223488$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:2.9,2603:29.10797161,2602:118.95790028,3012:231,3013:90,3014:20250807134054,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117504417792$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10796793,2602:118.95789244,3012:244,3013:90,3014:20250807134055,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117508612096$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:29.10796435,2602:118.95788363,3012:246,3013:90,3014:20250807134056,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117512806400$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10796123,2602:118.95787486,3012:248,3013:90,3014:20250807134057,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117517000704$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10795560,2602:118.95786508,3012:242,3013:90,3014:20250807134058,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117521195008$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10794916,2602:118.95785506,3012:230,3013:90,3014:20250807134059,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140117525389312$EC73BD2504030074$REALTIME$TIME:20250807134100,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.18,4033:25,4040:0,4041:0,4043:0,4044:1,2204:5.9,2603:29.10794300,2602:118.95784493,3012:229,3013:90,3014:20250807134100,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159481008128$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10793681,2602:118.95783506,3012:236,3013:90,3014:20250807134101,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159489396736$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10792511,2602:118.95781430,3012:235,3013:90,3014:20250807134103,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159493591040$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10791415,2602:118.95779430,3012:235,3013:90,3014:20250807134105,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159497785344$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:29.10790870,2602:118.95778480,3012:237,3013:90,3014:20250807134106,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159501979648$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:29.10790303,2602:118.95777453,3012:235,3013:90,3014:20250807134107,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159506173952$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10789736,2602:118.95776430,3012:239,3013:90,3014:20250807134108,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353140159510368256$EC73BD2504030074$REALTIME$TIME:20250807134110,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:6.22,4033:25,4040:0,4041:0,4043:0,4044:1,2204:4.7,2603:29.10789176,2602:118.95775383,3012:231,3013:90,3014:20250807134109,3015:24,3016:62,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
