SUBMIT$7318350011618983936$NJ4GBQSAX0000687$REALTIME$TIME:20250503133732,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:10.9,2603:28.8453790,2602:113.2050090,3012:236,3013:56,3014:20250503133731,3015:12,3016:12,4014:1,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318371876097921024$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8414590,2602:113.1997190,3012:221,3013:33,3014:20250503150413,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876102115328$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:28.8414530,2602:113.1997130,3012:220,3013:33,3014:20250503150414,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876106309632$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8414450,2602:113.1997060,3012:217,3013:33,3014:20250503150415,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876110503936$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:28.8414380,2602:113.1996990,3012:219,3013:33,3014:20250503150416,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876114698240$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8414300,2602:113.1996920,3012:218,3013:33,3014:20250503150417,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876118892544$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8414220,2602:113.1996850,3012:218,3013:33,3014:20250503150418,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876123086848$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8414160,2602:113.1996760,3012:226,3013:33,3014:20250503150419,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876127281152$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:5,2603:28.8414190,2602:113.1996620,3012:261,3013:33,3014:20250503150420,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371876131475456$NJ4GBQSAX0000687$REALTIME$TIME:20250503150425,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.82,4033:1951,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:28.8414280,2602:113.1996550,3012:300,3013:33,3014:20250503150421,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920767250432$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:5.6,2603:28.8414420,2602:113.1996560,3012:349,3013:33,3014:20250503150422,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920771444736$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:28.8414530,2602:113.1996640,3012:13,3013:33,3014:20250503150423,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920775639040$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:28.8414590,2602:113.1996780,3012:42,3013:33,3014:20250503150424,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920779833344$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8414670,2602:113.1996850,3012:41,3013:33,3014:20250503150425,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920784027648$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:28.8414740,2602:113.1996910,3012:39,3013:33,3014:20250503150426,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920788221952$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8414810,2602:113.1997000,3012:45,3013:33,3014:20250503150427,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920792416256$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:28.8414880,2602:113.1997090,3012:47,3013:33,3014:20250503150428,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920796610560$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:28.8414940,2602:113.1997160,3012:46,3013:33,3014:20250503150429,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920800804864$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:28.8415020,2602:113.1997220,3012:40,3013:33,3014:20250503150430,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371920804999168$NJ4GBQSAX0000687$REALTIME$TIME:20250503150436,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.88,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8415100,2602:113.1997300,3012:39,3013:33,3014:20250503150431,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963838554112$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:28.8415170,2602:113.1997360,3012:37,3013:33,3014:20250503150432,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963842748416$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8415260,2602:113.1997420,3012:33,3013:33,3014:20250503150433,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963846942720$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8415340,2602:113.1997490,3012:37,3013:33,3014:20250503150434,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963851137024$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8415420,2602:113.1997560,3012:36,3013:33,3014:20250503150435,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963855331328$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8415500,2602:113.1997630,3012:36,3013:33,3014:20250503150436,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963859525632$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8415580,2602:113.1997710,3012:40,3013:33,3014:20250503150437,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371942279835648$NJ4GBQSAX0000687$REALTIME$TIME:20250503150441,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.91,4033:1952,2204:3.8,2603:28.8415650,2602:113.1997770,3012:39,3013:33,3014:20250503150438,3015:20,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318371963863719936$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8415730,2602:113.1997850,3012:41,3013:33,3014:20250503150439,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963867914240$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8415810,2602:113.1997930,3012:40,3013:33,3014:20250503150440,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318371963872108544$NJ4GBQSAX0000687$REALTIME$TIME:20250503150446,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.93,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8415880,2602:113.1998010,3012:41,3013:33,3014:20250503150441,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006482030592$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8415960,2602:113.1998080,3012:41,3013:33,3014:20250503150442,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006486224896$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8416030,2602:113.1998160,3012:44,3013:33,3014:20250503150443,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006490419200$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:28.8416090,2602:113.1998230,3012:43,3013:33,3014:20250503150444,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006494613504$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:28.8416160,2602:113.1998330,3012:48,3013:32,3014:20250503150445,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006498807808$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8416230,2602:113.1998400,3012:46,3013:32,3014:20250503150446,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006503002112$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8416300,2602:113.1998490,3012:47,3013:32,3014:20250503150447,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006507196416$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.5,2603:28.8416370,2602:113.1998560,3012:44,3013:32,3014:20250503150448,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006511390720$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8416420,2602:113.1998670,3012:53,3013:32,3014:20250503150449,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006515585024$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8416470,2602:113.1998770,3012:57,3013:32,3014:20250503150450,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372006519779328$NJ4GBQSAX0000687$REALTIME$TIME:20250503150456,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:28.8416510,2602:113.1998880,3012:61,3013:32,3014:20250503150451,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049045843968$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8416540,2602:113.1999000,3012:71,3013:32,3014:20250503150452,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049050038272$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8416530,2602:113.1999120,3012:84,3013:32,3014:20250503150453,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049054232576$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8416500,2602:113.1999230,3012:97,3013:32,3014:20250503150454,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049058426880$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:28.8416490,2602:113.1999280,3012:98,3013:32,3014:20250503150455,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049062621184$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.3,2603:28.8416490,2602:113.1999290,3012:0,3013:32,3014:20250503150456,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049066815488$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416490,2602:113.1999300,3012:0,3013:32,3014:20250503150457,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049071009792$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416480,2602:113.1999310,3012:0,3013:32,3014:20250503150458,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049075204096$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416480,2602:113.1999320,3012:0,3013:32,3014:20250503150459,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049079398400$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416470,2602:113.1999340,3012:0,3013:32,3014:20250503150500,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372049083592704$NJ4GBQSAX0000687$REALTIME$TIME:20250503150506,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416470,2602:113.1999350,3012:0,3013:32,3014:20250503150501,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091748048896$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416470,2602:113.1999370,3012:0,3013:32,3014:20250503150502,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091752243200$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416460,2602:113.1999380,3012:0,3013:32,3014:20250503150503,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091756437504$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.3,2603:28.8416460,2602:113.1999390,3012:0,3013:32,3014:20250503150504,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091760631808$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416460,2602:113.1999400,3012:0,3013:32,3014:20250503150505,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091764826112$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416450,2602:113.1999420,3012:0,3013:32,3014:20250503150506,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091769020416$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416450,2602:113.1999430,3012:0,3013:32,3014:20250503150507,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091773214720$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416440,2602:113.1999440,3012:0,3013:32,3014:20250503150508,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091777409024$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416440,2602:113.1999460,3012:0,3013:32,3014:20250503150509,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091781603328$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416440,2602:113.1999470,3012:0,3013:32,3014:20250503150510,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372091785797632$NJ4GBQSAX0000687$REALTIME$TIME:20250503150517,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416430,2602:113.1999480,3012:0,3013:32,3014:20250503150511,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134357983232$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416430,2602:113.1999500,3012:0,3013:32,3014:20250503150512,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134362177536$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416430,2602:113.1999510,3012:0,3013:32,3014:20250503150513,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134366371840$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416430,2602:113.1999530,3012:0,3013:32,3014:20250503150514,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134370566144$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416420,2602:113.1999540,3012:0,3013:32,3014:20250503150515,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134374760448$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416420,2602:113.1999550,3012:0,3013:32,3014:20250503150516,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134378954752$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416410,2602:113.1999570,3012:0,3013:32,3014:20250503150517,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134383149056$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416410,2602:113.1999580,3012:0,3013:32,3014:20250503150518,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134387343360$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:28.8416400,2602:113.1999600,3012:0,3013:32,3014:20250503150519,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134391537664$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416400,2602:113.1999610,3012:0,3013:32,3014:20250503150520,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372134395731968$NJ4GBQSAX0000687$REALTIME$TIME:20250503150527,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1952,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416400,2602:113.1999620,3012:0,3013:32,3014:20250503150521,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158454259712$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416390,2602:113.1999630,3012:0,3013:32,3014:20250503150522,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158458454016$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416390,2602:113.1999650,3012:0,3013:32,3014:20250503150523,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158462648320$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416390,2602:113.1999660,3012:0,3013:32,3014:20250503150524,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158466842624$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416380,2602:113.1999670,3012:0,3013:32,3014:20250503150525,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158471036928$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416380,2602:113.1999680,3012:0,3013:32,3014:20250503150526,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158475231232$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416380,2602:113.1999700,3012:0,3013:32,3014:20250503150527,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158479425536$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416370,2602:113.1999710,3012:0,3013:32,3014:20250503150528,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158483619840$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.3,2603:28.8416370,2602:113.1999720,3012:0,3013:32,3014:20250503150529,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158487814144$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8416370,2602:113.1999730,3012:0,3013:32,3014:20250503150530,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318372158492008448$NJ4GBQSAX0000687$REALTIME$TIME:20250503150532,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:225.98,4033:1953,4040:0,4041:0,4043:0,4044:1,2204:0.3,2603:28.8416360,2602:113.1999740,3012:0,3013:32,3014:20250503150531,3015:20,3016:12,4014:0,2601:0,3019:0
