SUBMIT$7385323754907656192$EC73BD2506050018$REALTIME$TIME:20251104090717,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.20,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,2603:22.54082890,2602:107.79342390,2204:0,3012:80,3013:96,3014:20251104090717,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:1,4404:5,4040:0,4041:0,4043:0,4044:1
SUBMIT$7385325988823330816$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075380,2602:107.79295191,3012:68,3013:95,3014:20251104091600,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988827525120$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075380,2602:107.79295190,3012:49,3013:95,3014:20251104091601,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988831719424$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075381,2602:107.79295190,3012:210,3013:95,3014:20251104091602,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988835913728$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075380,2602:107.79295191,3012:118,3013:95,3014:20251104091603,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988840108032$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075381,2602:107.79295186,3012:2,3013:95,3014:20251104091604,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988844302336$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075380,2602:107.79295185,3012:15,3013:95,3014:20251104091605,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988848496640$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075378,2602:107.79295186,3012:150,3013:95,3014:20251104091606,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988852690944$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075383,2602:107.79295186,3012:101,3013:95,3014:20251104091607,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988856885248$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:22.54075381,2602:107.79295271,3012:81,3013:95,3014:20251104091608,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325988861079552$EC73BD2506050018$REALTIME$TIME:20251104091610,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.60,4033:8,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:22.54075383,2602:107.79295573,3012:78,3013:96,3014:20251104091609,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030934151168$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.9,2603:22.54075385,2602:107.79296078,3012:85,3013:95,3014:20251104091610,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030938345472$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.7,2603:22.54075371,2602:107.79296781,3012:90,3013:96,3014:20251104091611,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030942539776$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075368,2602:107.79297801,3012:88,3013:96,3014:20251104091612,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030946734080$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075375,2602:107.79298841,3012:89,3013:95,3014:20251104091613,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030950928384$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54075368,2602:107.79299891,3012:92,3013:95,3014:20251104091614,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030955122688$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075373,2602:107.79300948,3012:88,3013:96,3014:20251104091615,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030959316992$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075370,2602:107.79302005,3012:90,3013:96,3014:20251104091616,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030963511296$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54075375,2602:107.79303048,3012:89,3013:95,3014:20251104091617,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030967705600$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075376,2602:107.79304090,3012:88,3013:95,3014:20251104091618,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326030971899904$EC73BD2506050018$REALTIME$TIME:20251104091620,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.65,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075375,2602:107.79305148,3012:90,3013:95,3014:20251104091619,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073296613376$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075378,2602:107.79306203,3012:89,3013:96,3014:20251104091620,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073300807680$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075380,2602:107.79307241,3012:89,3013:95,3014:20251104091621,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073305001984$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075378,2602:107.79308291,3012:90,3013:95,3014:20251104091622,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073309196288$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075380,2602:107.79309348,3012:88,3013:95,3014:20251104091623,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073313390592$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075373,2602:107.79310396,3012:90,3013:96,3014:20251104091624,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073317584896$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075368,2602:107.79311448,3012:91,3013:96,3014:20251104091625,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073321779200$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075370,2602:107.79312499,3012:88,3013:95,3014:20251104091626,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073325973504$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075358,2602:107.79313558,3012:89,3013:96,3014:20251104091627,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073330167808$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075355,2602:107.79314608,3012:90,3013:96,3014:20251104091628,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326073334362112$EC73BD2506050018$REALTIME$TIME:20251104091630,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.70,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075358,2602:107.79315668,3012:89,3013:96,3014:20251104091629,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115659075584$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075358,2602:107.79316723,3012:88,3013:96,3014:20251104091630,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115663269888$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075356,2602:107.79317770,3012:90,3013:95,3014:20251104091631,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115667464192$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075351,2602:107.79319860,3012:90,3013:95,3014:20251104091633,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115675852800$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075350,2602:107.79320918,3012:88,3013:96,3014:20251104091634,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115680047104$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075348,2602:107.79323015,3012:89,3013:96,3014:20251104091636,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115684241408$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075341,2602:107.79324068,3012:90,3013:95,3014:20251104091637,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115688435712$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075341,2602:107.79325110,3012:88,3013:96,3014:20251104091638,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115692630016$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075336,2602:107.79326170,3012:89,3013:96,3014:20251104091639,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326115696824320$EC73BD2506050018$REALTIME$TIME:20251104091640,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.74,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075335,2602:107.79327216,3012:89,3013:96,3014:20251104091640,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157774090240$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075343,2602:107.79328269,3012:90,3013:96,3014:20251104091641,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157778284544$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075346,2602:107.79330376,3012:90,3013:96,3014:20251104091643,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157782478848$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075328,2602:107.79331421,3012:90,3013:96,3014:20251104091644,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157786673152$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075323,2602:107.79332478,3012:90,3013:96,3014:20251104091645,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157795061760$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075316,2602:107.79333523,3012:90,3013:96,3014:20251104091646,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157799256064$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075321,2602:107.79334571,3012:89,3013:96,3014:20251104091647,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157803450368$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54075315,2602:107.79336683,3012:90,3013:96,3014:20251104091649,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326157807644672$EC73BD2506050018$REALTIME$TIME:20251104091650,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:0.79,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075313,2602:107.79337736,3012:89,3013:96,3014:20251104091650,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200082038784$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54075316,2602:107.79338778,3012:88,3013:96,3014:20251104091651,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200086233088$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:22.54075316,2602:107.79339721,3012:90,3013:96,3014:20251104091652,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200090427392$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.4,2603:22.54075315,2602:107.79340424,3012:90,3013:96,3014:20251104091653,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200094621696$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.6,2603:22.54075310,2602:107.79340886,3012:90,3013:96,3014:20251104091654,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200098816000$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.6,2603:22.54075306,2602:107.79341271,3012:90,3013:96,3014:20251104091655,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200103010304$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:22.54075300,2602:107.79341780,3012:88,3013:96,3014:20251104091656,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200107204608$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.1,2603:22.54075296,2602:107.79342173,3012:86,3013:96,3014:20251104091657,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200111398912$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075295,2602:107.79342300,3012:110,3013:96,3014:20251104091658,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200115593216$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075298,2602:107.79342286,3012:23,3013:96,3014:20251104091659,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326200119787520$EC73BD2506050018$REALTIME$TIME:20251104091700,gw:farm,3004:55,4042:1,4030:1,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075296,2602:107.79342285,3012:70,3013:96,3014:20251104091700,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326242327076864$EC73BD2506050018$REALTIME$TIME:20251104091710,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075296,2602:107.79342281,3012:41,3013:96,3014:20251104091701,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385326242331271168$EC73BD2506050018$REALTIME$TIME:20251104091710,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.81,4033:9,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54075298,2602:107.79342286,3012:16,3013:96,3014:20251104091702,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
